,Date,Airport,TEMP,PRECIP
0,2013-11-01,ABE,59.0,0.21
1,2013-11-01,ABI,61.0,0.0
2,2013-11-01,ABQ,51.0,0.0
3,2013-11-01,ABR,38.0,0.0
4,2013-11-01,ABY,71.0,0.98
5,2013-11-01,ACT,64.0,0.0
6,2013-11-01,ACV,46.0,0.01
7,2013-11-01,ADK,38.0,0.35
8,2013-11-01,ADQ,37.0,0.0
9,2013-11-01,AEX,63.0,0.0
10,2013-11-01,AGS,71.0,0.91
11,2013-11-01,ALB,56.0,0.12
12,2013-11-01,ALO,46.0,0.0
13,2013-11-01,AMA,50.0,0.0
14,2013-11-01,ANC,41.0,0.14
15,2013-11-01,APN,49.0,0.19
16,2013-11-01,ART,59.0,0.35
17,2013-11-01,ASE,32.0,0.04
18,2013-11-01,ATL,66.0,0.44
19,2013-11-01,ATW,44.0,0.0
20,2013-11-01,AUS,66.0,0.0
21,2013-11-01,AVL,64.0,0.11
22,2013-11-01,AVP,58.0,0.24
23,2013-11-01,AZO,49.0,0.18
24,2013-11-01,BDL,60.0,0.15
25,2013-11-01,BET,26.0,0.0
26,2013-11-01,BFL,62.0,0.0
27,2013-11-01,BGM,56.0,0.24
28,2013-11-01,BGR,61.0,0.55
29,2013-11-01,BHM,62.0,0.15
30,2013-11-01,BIL,46.0,0.0
31,2013-11-01,BIS,35.0,0.03
32,2013-11-01,BJI,34.0,0.0
33,2013-11-01,BKG,56.0,0.0
34,2013-11-01,BLI,53.0,0.11
35,2013-11-01,BMI,46.0,0.0
36,2013-11-01,BNA,60.0,0.0
37,2013-11-01,BOI,48.0,0.0
38,2013-11-01,BOS,66.0,0.03
39,2013-11-01,BPT,69.0,0.26
40,2013-11-01,BQK,74.0,0.0
41,2013-11-01,BQN,81.0,0.0
42,2013-11-01,BRD,40.0,0.0
43,2013-11-01,BRO,79.0,0.05
44,2013-11-01,BRW,-2.0,0.0
45,2013-11-01,BTM,37.0,0.01
46,2013-11-01,BTR,64.0,0.0
47,2013-11-01,BTV,63.0,0.17
48,2013-11-01,BUF,56.0,0.18
49,2013-11-01,BUR,71.0,0.0
50,2013-11-01,BWI,64.0,0.17
51,2013-11-01,BZN,40.0,0.0
52,2013-11-01,CAE,71.0,1.15
53,2013-11-01,CAK,54.0,0.0
54,2013-11-01,CDC,41.0,0.0
55,2013-11-01,CDV,38.0,0.32
56,2013-11-01,CEC,48.0,0.0
57,2013-11-01,CHA,62.0,0.17
58,2013-11-01,CHO,66.0,0.09
59,2013-11-01,CHS,75.0,0.33
60,2013-11-01,CIC,58.0,0.0
61,2013-11-01,CID,45.0,0.01
62,2013-11-01,CIU,44.0,0.57
63,2013-11-01,CLD,67.0,0.0
64,2013-11-01,CLE,55.0,0.15
65,2013-11-01,CLL,65.0,0.0
66,2013-11-01,CLT,64.0,0.51
67,2013-11-01,CMH,57.0,0.06
68,2013-11-01,CMI,47.0,0.02
69,2013-11-01,CMX,39.0,0.08
70,2013-11-01,COD,39.0,0.0
71,2013-11-01,COS,43.0,0.0
72,2013-11-01,COU,53.0,0.0
73,2013-11-01,CPR,37.0,0.0
74,2013-11-01,CRP,78.0,0.0
75,2013-11-01,CRW,63.0,0.29
76,2013-11-01,CSG,67.0,0.42
77,2013-11-01,CVG,57.0,0.0
78,2013-11-01,CWA,40.0,0.03
79,2013-11-01,DAB,80.0,0.0
80,2013-11-01,DAL,64.0,0.0
81,2013-11-01,DAY,54.0,0.0
82,2013-11-01,DBQ,41.0,0.0
83,2013-11-01,DCA,67.0,0.14
84,2013-11-01,DEN,39.0,0.0
85,2013-11-01,DFW,62.0,0.0
86,2013-11-01,DHN,66.0,0.66
87,2013-11-01,DIK,40.0,0.02
88,2013-11-01,DLH,38.0,0.0
89,2013-11-01,DRO,38.0,0.0
90,2013-11-01,DSM,49.0,0.0
91,2013-11-01,DTW,54.0,0.02
92,2013-11-01,EAU,41.0,0.02
93,2013-11-01,ECP,73.0,0.3
94,2013-11-01,EGE,37.0,0.0
95,2013-11-01,EKO,43.0,0.0
96,2013-11-01,ELM,57.0,0.01
97,2013-11-01,ELP,56.0,0.0
98,2013-11-01,ERI,57.0,0.41
99,2013-11-01,ESC,44.0,0.06
100,2013-11-01,EUG,52.0,0.01
101,2013-11-01,EVV,56.0,0.0
102,2013-11-01,EWN,75.0,0.1
103,2013-11-01,EWR,65.0,0.13
104,2013-11-01,EYW,80.0,0.0
105,2013-11-01,FAI,27.0,0.0
106,2013-11-01,FAR,39.0,0.0
107,2013-11-01,FAT,63.0,0.0
108,2013-11-01,FAY,74.0,0.68
109,2013-11-01,FCA,37.0,0.0
110,2013-11-01,FLG,38.0,0.0
111,2013-11-01,FLL,81.0,0.0
112,2013-11-01,FNT,54.0,0.06
113,2013-11-01,FSD,46.0,0.0
114,2013-11-01,FSM,59.0,0.0
115,2013-11-01,FWA,50.0,0.0
116,2013-11-01,GCC,40.0,0.0
117,2013-11-01,GCK,49.0,0.0
118,2013-11-01,GEG,42.0,0.0
119,2013-11-01,GFK,37.0,0.0
120,2013-11-01,GGG,61.0,0.0
121,2013-11-01,GJT,43.0,0.0
122,2013-11-01,GNV,75.0,0.0
123,2013-11-01,GPT,68.0,0.02
124,2013-11-01,GRB,46.0,0.24
125,2013-11-01,GRI,48.0,0.0
126,2013-11-01,GRK,66.0,0.0
127,2013-11-01,GRR,50.0,0.26
128,2013-11-01,GSO,64.0,0.34
129,2013-11-01,GSP,63.0,0.12
130,2013-11-01,GTF,42.0,0.0
131,2013-11-01,GTR,63.0,0.02
132,2013-11-01,GUC,34.0,0.0
133,2013-11-01,GUM,84.0,0.12
134,2013-11-01,HIB,37.0,0.01
135,2013-11-01,HLN,43.0,0.0
136,2013-11-01,HNL,81.0,0.0
137,2013-11-01,HOB,56.0,0.0
138,2013-11-01,HOU,66.0,0.15
139,2013-11-01,HPN,62.0,0.1
140,2013-11-01,HRL,79.0,0.58
141,2013-11-01,HSV,60.0,0.0
142,2013-11-01,IAD,66.0,0.14
143,2013-11-01,IAH,66.0,0.16
144,2013-11-01,ICT,53.0,0.0
145,2013-11-01,IDA,42.0,0.0
146,2013-11-01,ILG,62.0,0.1
147,2013-11-01,ILM,75.0,0.13
148,2013-11-01,IMT,42.0,0.14
149,2013-11-01,IND,52.0,0.0
150,2013-11-01,INL,38.0,0.0
151,2013-11-01,ISN,44.0,0.0
152,2013-11-01,ISP,61.0,0.04
153,2013-11-01,ITH,58.0,0.03
154,2013-11-01,ITO,77.0,0.24
155,2013-11-01,IYK,56.0,0.0
156,2013-11-01,JAC,37.0,0.0
157,2013-11-01,JAN,62.0,0.0
158,2013-11-01,JAX,75.0,0.0
159,2013-11-01,JFK,64.0,0.07
160,2013-11-01,JLN,54.0,0.0
161,2013-11-01,JNU,40.0,0.08
162,2013-11-01,KOA,78.0,0.0
163,2013-11-01,KTN,40.0,0.27
164,2013-11-01,LAN,51.0,0.12
165,2013-11-01,LAR,34.0,0.01
166,2013-11-01,LAS,62.0,0.0
167,2013-11-01,LAW,56.0,0.0
168,2013-11-01,LAX,67.0,0.0
169,2013-11-01,LBB,56.0,0.0
170,2013-11-01,LCH,68.0,0.0
171,2013-11-01,LEX,57.0,0.07
172,2013-11-01,LFT,66.0,0.0
173,2013-11-01,LGA,65.0,0.05
174,2013-11-01,LGB,70.0,0.0
175,2013-11-01,LIH,77.0,0.17
176,2013-11-01,LIT,61.0,0.0
177,2013-11-01,LMT,41.0,0.0
178,2013-11-01,LNK,51.0,0.0
179,2013-11-01,LRD,76.0,0.0
180,2013-11-01,LSE,45.0,0.0
181,2013-11-01,LWS,42.0,0.0
182,2013-11-01,MAF,60.0,0.0
183,2013-11-01,MBS,54.0,0.15
184,2013-11-01,MCI,50.0,0.0
185,2013-11-01,MCO,78.0,0.0
186,2013-11-01,MDT,60.0,0.44
187,2013-11-01,MDW,47.0,0.08
188,2013-11-01,MEM,62.0,0.0
189,2013-11-01,MFE,83.0,0.0
190,2013-11-01,MFR,52.0,0.0
191,2013-11-01,MGM,67.0,0.5
192,2013-11-01,MHK,51.0,0.02
193,2013-11-01,MHT,62.0,0.04
194,2013-11-01,MIA,81.0,0.0
195,2013-11-01,MKE,46.0,0.06
196,2013-11-01,MKG,50.0,0.25
197,2013-11-01,MLB,81.0,0.0
198,2013-11-01,MLI,45.0,0.02
199,2013-11-01,MLU,61.0,0.0
200,2013-11-01,MOB,66.0,0.0
201,2013-11-01,MOD,58.0,0.0
202,2013-11-01,MOT,38.0,0.01
203,2013-11-01,MQT,37.0,0.11
204,2013-11-01,MRY,61.0,0.0
205,2013-11-01,MSN,40.0,0.04
206,2013-11-01,MSO,41.0,0.01
207,2013-11-01,MSP,45.0,0.0
208,2013-11-01,MSY,68.0,0.04
209,2013-11-01,MTJ,42.0,0.0
210,2013-11-01,MYR,76.0,0.1
211,2013-11-01,OAJ,74.0,0.0
212,2013-11-01,OAK,59.0,0.0
213,2013-11-01,OGG,79.0,0.01
214,2013-11-01,OKC,57.0,0.0
215,2013-11-01,OMA,51.0,0.0
216,2013-11-01,OME,30.0,0.0
217,2013-11-01,ONT,68.0,0.0
218,2013-11-01,ORD,46.0,0.08
219,2013-11-01,ORF,72.0,0.37
220,2013-11-01,ORH,59.0,0.15
221,2013-11-01,OTH,54.0,0.0
222,2013-11-01,OTZ,27.0,0.08
223,2013-11-01,PAH,56.0,0.0
224,2013-11-01,PBI,83.0,0.0
225,2013-11-01,PDX,51.0,0.0
226,2013-11-01,PHF,73.0,0.28
227,2013-11-01,PHL,64.0,0.19
228,2013-11-01,PHX,68.0,0.0
229,2013-11-01,PIA,48.0,0.02
230,2013-11-01,PIH,43.0,0.0
231,2013-11-01,PIT,62.0,0.19
232,2013-11-01,PLN,48.0,0.5
233,2013-11-01,PNS,69.0,0.72
234,2013-11-01,PPG,82.0,0.16
235,2013-11-01,PSC,48.0,0.0
236,2013-11-01,PSE,81.0,0.0
237,2013-11-01,PSG,40.0,0.02
238,2013-11-01,PSP,69.0,0.0
239,2013-11-01,PVD,65.0,0.04
240,2013-11-01,PWM,62.0,0.11
241,2013-11-01,RAP,40.0,0.0
242,2013-11-01,RDD,57.0,0.0
243,2013-11-01,RDM,43.0,0.0
244,2013-11-01,RDU,67.0,1.23
245,2013-11-01,RHI,40.0,0.05
246,2013-11-01,RIC,72.0,0.0
247,2013-11-01,RKS,38.0,0.0
248,2013-11-01,RNO,48.0,0.0
249,2013-11-01,ROA,67.0,0.04
250,2013-11-01,ROC,57.0,0.21
251,2013-11-01,ROW,56.0,0.0
252,2013-11-01,RST,42.0,0.0
253,2013-11-01,RSW,75.0,0.0
254,2013-11-01,SAF,42.0,0.0
255,2013-11-01,SAN,70.0,0.0
256,2013-11-01,SAT,69.0,0.0
257,2013-11-01,SAV,76.0,0.94
258,2013-11-01,SBA,62.0,0.0
259,2013-11-01,SBN,49.0,0.08
260,2013-11-01,SBP,64.0,0.0
261,2013-11-01,SCC,5.0,0.0
262,2013-11-01,SCE,56.0,0.15
263,2013-11-01,SDF,60.0,0.0
264,2013-11-01,SEA,59.0,0.05
265,2013-11-01,SFO,63.0,0.0
266,2013-11-01,SGF,55.0,0.02
267,2013-11-01,SGU,52.0,0.0
268,2013-11-01,SHV,62.0,0.0
269,2013-11-01,SIT,44.0,0.32
270,2013-11-01,SJC,61.0,0.0
271,2013-11-01,SJT,58.0,0.0
272,2013-11-01,SJU,80.0,0.23
273,2013-11-01,SLC,52.0,0.0
274,2013-11-01,SMF,58.0,0.0
275,2013-11-01,SMX,65.0,0.0
276,2013-11-01,SNA,69.0,0.0
277,2013-11-01,SPI,47.0,0.0
278,2013-11-01,SPN,83.0,0.0
279,2013-11-01,SPS,59.0,0.0
280,2013-11-01,SRQ,77.0,0.0
281,2013-11-01,STL,57.0,0.0
282,2013-11-01,STT,81.0,0.36
283,2013-11-01,STX,81.0,0.58
284,2013-11-01,SUN,40.0,0.0
285,2013-11-01,SUX,51.0,0.04
286,2013-11-01,SWF,60.0,0.0
287,2013-11-01,SYR,60.0,0.32
288,2013-11-01,TLH,74.0,0.7
289,2013-11-01,TPA,79.0,0.0
290,2013-11-01,TRI,61.0,0.27
291,2013-11-01,TTN,62.0,0.36
292,2013-11-01,TUL,57.0,0.0
293,2013-11-01,TUS,62.0,0.0
294,2013-11-01,TVC,50.0,0.48
295,2013-11-01,TWF,47.0,0.0
296,2013-11-01,TXK,61.0,0.0
297,2013-11-01,TYR,62.0,0.0
298,2013-11-01,TYS,63.0,0.37
299,2013-11-01,VLD,72.0,0.52
300,2013-11-01,VPS,70.0,0.41
301,2013-11-01,WRG,42.0,0.05
302,2013-11-01,XNA,54.0,0.01
303,2013-11-01,YAK,40.0,0.19
304,2013-11-01,YUM,69.0,0.0
305,2013-11-02,ABE,52.0,0.0
306,2013-11-02,ABI,53.0,0.0
307,2013-11-02,ABQ,49.0,0.0
308,2013-11-02,ABR,39.0,0.0
309,2013-11-02,ABY,64.0,0.0
310,2013-11-02,ACT,56.0,0.0
311,2013-11-02,ACV,50.0,0.15
312,2013-11-02,ADK,40.0,0.03
313,2013-11-02,ADQ,37.0,0.06
314,2013-11-02,AEX,60.0,0.0
315,2013-11-02,AGS,61.0,0.0
316,2013-11-02,ALB,48.0,0.01
317,2013-11-02,ALO,40.0,0.0
318,2013-11-02,AMA,51.0,0.0
319,2013-11-02,ANC,38.0,0.01
320,2013-11-02,APN,39.0,0.02
321,2013-11-02,ART,43.0,0.36
322,2013-11-02,ASE,35.0,0.0
323,2013-11-02,ATL,59.0,0.0
324,2013-11-02,ATW,40.0,0.0
325,2013-11-02,AUS,61.0,0.0
326,2013-11-02,AVL,52.0,0.0
327,2013-11-02,AVP,51.0,0.01
328,2013-11-02,AZO,47.0,0.04
329,2013-11-02,BDL,54.0,0.0
330,2013-11-02,BET,30.0,0.28
331,2013-11-02,BFL,63.0,0.0
332,2013-11-02,BGM,44.0,0.06
333,2013-11-02,BGR,52.0,0.0
334,2013-11-02,BHM,57.0,0.0
335,2013-11-02,BIL,44.0,0.0
336,2013-11-02,BIS,39.0,0.0
337,2013-11-02,BJI,33.0,0.0
338,2013-11-02,BKG,46.0,0.0
339,2013-11-02,BLI,49.0,0.91
340,2013-11-02,BMI,42.0,0.0
341,2013-11-02,BNA,54.0,0.0
342,2013-11-02,BOI,48.0,0.02
343,2013-11-02,BOS,58.0,0.0
344,2013-11-02,BPT,63.0,0.0
345,2013-11-02,BQK,64.0,0.0
346,2013-11-02,BQN,80.0,0.0
347,2013-11-02,BRD,37.0,0.0
348,2013-11-02,BRO,68.0,0.15
349,2013-11-02,BRW,15.0,0.0
350,2013-11-02,BTM,39.0,0.03
351,2013-11-02,BTR,62.0,0.0
352,2013-11-02,BTV,46.0,0.12
353,2013-11-02,BUF,43.0,0.15
354,2013-11-02,BUR,70.0,0.0
355,2013-11-02,BWI,57.0,0.0
356,2013-11-02,BZN,42.0,0.11
357,2013-11-02,CAE,66.0,0.0
358,2013-11-02,CAK,47.0,0.13
359,2013-11-02,CDC,44.0,0.0
360,2013-11-02,CDV,38.0,0.1
361,2013-11-02,CEC,47.0,0.22
362,2013-11-02,CHA,56.0,0.0
363,2013-11-02,CHO,59.0,0.0
364,2013-11-02,CHS,63.0,0.86
365,2013-11-02,CIC,56.0,0.0
366,2013-11-02,CID,41.0,0.0
367,2013-11-02,CIU,34.0,0.0
368,2013-11-02,CLD,66.0,0.0
369,2013-11-02,CLE,48.0,0.19
370,2013-11-02,CLL,61.0,0.0
371,2013-11-02,CLT,58.0,0.0
372,2013-11-02,CMH,48.0,0.02
373,2013-11-02,CMI,41.0,0.0
374,2013-11-02,CMX,37.0,0.01
375,2013-11-02,COD,48.0,0.0
376,2013-11-02,COS,42.0,0.0
377,2013-11-02,COU,45.0,0.0
378,2013-11-02,CPR,44.0,0.0
379,2013-11-02,CRP,69.0,0.0
380,2013-11-02,CRW,52.0,0.0
381,2013-11-02,CSG,63.0,0.0
382,2013-11-02,CVG,49.0,0.0
383,2013-11-02,CWA,37.0,0.0
384,2013-11-02,DAB,67.0,0.26
385,2013-11-02,DAL,59.0,0.0
386,2013-11-02,DAY,50.0,0.0
387,2013-11-02,DBQ,37.0,0.0
388,2013-11-02,DCA,62.0,0.0
389,2013-11-02,DEN,48.0,0.0
390,2013-11-02,DFW,59.0,0.0
391,2013-11-02,DHN,64.0,0.0
392,2013-11-02,DIK,41.0,0.0
393,2013-11-02,DLH,37.0,0.0
394,2013-11-02,DRO,41.0,0.0
395,2013-11-02,DSM,46.0,0.0
396,2013-11-02,DTW,42.0,0.1
397,2013-11-02,EAU,37.0,0.0
398,2013-11-02,ECP,65.0,0.0
399,2013-11-02,EGE,45.0,0.0
400,2013-11-02,EKO,44.0,0.0
401,2013-11-02,ELM,46.0,0.0
402,2013-11-02,ELP,56.0,0.0
403,2013-11-02,ERI,46.0,0.6
404,2013-11-02,ESC,36.0,0.0
405,2013-11-02,EUG,50.0,0.27
406,2013-11-02,EVV,46.0,0.02
407,2013-11-02,EWN,66.0,0.69
408,2013-11-02,EWR,60.0,0.0
409,2013-11-02,EYW,80.0,0.0
410,2013-11-02,FAI,22.0,0.0
411,2013-11-02,FAR,40.0,0.0
412,2013-11-02,FAT,63.0,0.0
413,2013-11-02,FAY,65.0,0.01
414,2013-11-02,FCA,34.0,0.16
415,2013-11-02,FLG,43.0,0.0
416,2013-11-02,FLL,80.0,0.0
417,2013-11-02,FNT,41.0,0.21
418,2013-11-02,FSD,43.0,0.0
419,2013-11-02,FSM,51.0,0.0
420,2013-11-02,FWA,46.0,0.07
421,2013-11-02,GCC,47.0,0.0
422,2013-11-02,GCK,44.0,0.0
423,2013-11-02,GEG,44.0,0.3
424,2013-11-02,GFK,41.0,0.0
425,2013-11-02,GGG,56.0,0.0
426,2013-11-02,GJT,44.0,0.0
427,2013-11-02,GNV,65.0,1.26
428,2013-11-02,GPT,64.0,0.0
429,2013-11-02,GRB,39.0,0.0
430,2013-11-02,GRI,46.0,0.0
431,2013-11-02,GRK,58.0,0.0
432,2013-11-02,GRR,44.0,0.14
433,2013-11-02,GSO,59.0,0.0
434,2013-11-02,GSP,58.0,0.0
435,2013-11-02,GTF,45.0,0.0
436,2013-11-02,GTR,56.0,0.0
437,2013-11-02,GUC,32.0,0.0
438,2013-11-02,GUM,82.0,0.28
439,2013-11-02,HIB,34.0,0.0
440,2013-11-02,HLN,45.0,0.01
441,2013-11-02,HNL,81.0,0.0
442,2013-11-02,HOB,49.0,0.0
443,2013-11-02,HOU,62.0,0.0
444,2013-11-02,HPN,56.0,0.01
445,2013-11-02,HRL,68.0,0.0
446,2013-11-02,HSV,55.0,0.0
447,2013-11-02,IAD,58.0,0.0
448,2013-11-02,IAH,64.0,0.0
449,2013-11-02,ICT,50.0,0.0
450,2013-11-02,IDA,44.0,0.0
451,2013-11-02,ILG,58.0,0.0
452,2013-11-02,ILM,64.0,0.99
453,2013-11-02,IMT,34.0,0.0
454,2013-11-02,IND,47.0,0.0
455,2013-11-02,INL,36.0,0.0
456,2013-11-02,ISN,39.0,0.0
457,2013-11-02,ISP,59.0,0.0
458,2013-11-02,ITH,45.0,0.13
459,2013-11-02,ITO,74.0,0.66
460,2013-11-02,IYK,50.0,0.0
461,2013-11-02,JAC,36.0,0.0
462,2013-11-02,JAN,59.0,0.0
463,2013-11-02,JAX,63.0,0.37
464,2013-11-02,JFK,60.0,0.0
465,2013-11-02,JLN,45.0,0.0
466,2013-11-02,JNU,36.0,0.0
467,2013-11-02,KOA,78.0,0.0
468,2013-11-02,KTN,40.0,0.0
469,2013-11-02,LAN,42.0,0.24
470,2013-11-02,LAR,45.0,0.0
471,2013-11-02,LAS,63.0,0.0
472,2013-11-02,LAW,52.0,0.0
473,2013-11-02,LAX,70.0,0.0
474,2013-11-02,LBB,49.0,0.0
475,2013-11-02,LCH,64.0,0.02
476,2013-11-02,LEX,50.0,0.01
477,2013-11-02,LFT,62.0,0.0
478,2013-11-02,LGA,62.0,0.01
479,2013-11-02,LGB,67.0,0.0
480,2013-11-02,LIH,79.0,0.04
481,2013-11-02,LIT,55.0,0.0
482,2013-11-02,LMT,37.0,0.02
483,2013-11-02,LNK,47.0,0.0
484,2013-11-02,LRD,68.0,0.0
485,2013-11-02,LSE,40.0,0.0
486,2013-11-02,LWS,50.0,0.1
487,2013-11-02,MAF,54.0,0.0
488,2013-11-02,MBS,42.0,0.06
489,2013-11-02,MCI,46.0,0.0
490,2013-11-02,MCO,69.0,0.27
491,2013-11-02,MDT,56.0,0.0
492,2013-11-02,MDW,44.0,0.02
493,2013-11-02,MEM,52.0,0.0
494,2013-11-02,MFE,73.0,0.0
495,2013-11-02,MFR,49.0,0.08
496,2013-11-02,MGM,57.0,0.0
497,2013-11-02,MHK,47.0,0.0
498,2013-11-02,MHT,54.0,0.01
499,2013-11-02,MIA,81.0,0.0
500,2013-11-02,MKE,44.0,0.0
501,2013-11-02,MKG,46.0,0.08
502,2013-11-02,MLB,76.0,0.0
503,2013-11-02,MLI,40.0,0.0
504,2013-11-02,MLU,56.0,0.0
505,2013-11-02,MOB,63.0,0.0
506,2013-11-02,MOD,59.0,0.0
507,2013-11-02,MOT,42.0,0.0
508,2013-11-02,MQT,36.0,0.1
509,2013-11-02,MRY,53.0,0.0
510,2013-11-02,MSN,37.0,0.0
511,2013-11-02,MSO,38.0,0.08
512,2013-11-02,MSP,42.0,0.0
513,2013-11-02,MSY,64.0,0.0
514,2013-11-02,MTJ,43.0,0.0
515,2013-11-02,MYR,61.0,0.58
516,2013-11-02,OAJ,63.0,0.0
517,2013-11-02,OAK,54.0,0.01
518,2013-11-02,OGG,79.0,0.08
519,2013-11-02,OKC,53.0,0.0
520,2013-11-02,OMA,46.0,0.0
521,2013-11-02,OME,26.0,0.0
522,2013-11-02,ONT,67.0,0.0
523,2013-11-02,ORD,43.0,0.01
524,2013-11-02,ORF,66.0,0.02
525,2013-11-02,ORH,53.0,0.0
526,2013-11-02,OTH,51.0,0.27
527,2013-11-02,OTZ,21.0,0.0
528,2013-11-02,PAH,49.0,0.0
529,2013-11-02,PBI,80.0,0.0
530,2013-11-02,PDX,50.0,0.32
531,2013-11-02,PHF,65.0,0.0
532,2013-11-02,PHL,61.0,0.0
533,2013-11-02,PHX,72.0,0.0
534,2013-11-02,PIA,42.0,0.0
535,2013-11-02,PIH,44.0,0.0
536,2013-11-02,PIT,49.0,0.04
537,2013-11-02,PLN,36.0,0.0
538,2013-11-02,PNS,66.0,0.0
539,2013-11-02,PPG,82.0,0.01
540,2013-11-02,PSC,52.0,0.14
541,2013-11-02,PSE,80.0,0.0
542,2013-11-02,PSG,38.0,0.0
543,2013-11-02,PSP,70.0,0.0
544,2013-11-02,PVD,59.0,0.0
545,2013-11-02,PWM,54.0,0.06
546,2013-11-02,RAP,43.0,0.0
547,2013-11-02,RDD,57.0,0.0
548,2013-11-02,RDM,40.0,0.02
549,2013-11-02,RDU,61.0,0.0
550,2013-11-02,RHI,33.0,0.11
551,2013-11-02,RIC,66.0,0.0
552,2013-11-02,RKS,42.0,0.0
553,2013-11-02,RNO,49.0,0.0
554,2013-11-02,ROA,57.0,0.0
555,2013-11-02,ROC,45.0,0.4
556,2013-11-02,ROW,53.0,0.0
557,2013-11-02,RST,39.0,0.0
558,2013-11-02,RSW,76.0,0.0
559,2013-11-02,SAF,42.0,0.0
560,2013-11-02,SAN,62.0,0.0
561,2013-11-02,SAT,65.0,0.0
562,2013-11-02,SAV,66.0,0.07
563,2013-11-02,SBA,61.0,0.0
564,2013-11-02,SBN,43.0,0.08
565,2013-11-02,SBP,58.0,0.0
566,2013-11-02,SCC,4.0,0.0
567,2013-11-02,SCE,47.0,0.0
568,2013-11-02,SDF,52.0,0.01
569,2013-11-02,SEA,53.0,0.5
570,2013-11-02,SFO,57.0,0.0
571,2013-11-02,SGF,45.0,0.0
572,2013-11-02,SGU,55.0,0.0
573,2013-11-02,SHV,57.0,0.0
574,2013-11-02,SIT,42.0,0.0
575,2013-11-02,SJC,57.0,0.0
576,2013-11-02,SJT,54.0,0.0
577,2013-11-02,SJU,80.0,0.01
578,2013-11-02,SLC,55.0,0.0
579,2013-11-02,SMF,56.0,0.0
580,2013-11-02,SMX,60.0,0.0
581,2013-11-02,SNA,66.0,0.0
582,2013-11-02,SPI,43.0,0.0
583,2013-11-02,SPN,82.0,0.2
584,2013-11-02,SPS,55.0,0.0
585,2013-11-02,SRQ,74.0,0.24
586,2013-11-02,STL,49.0,0.0
587,2013-11-02,STT,81.0,2.49
588,2013-11-02,STX,82.0,1.09
589,2013-11-02,SUN,42.0,0.0
590,2013-11-02,SUX,46.0,0.0
591,2013-11-02,SWF,52.0,0.0
592,2013-11-02,SYR,47.0,0.05
593,2013-11-02,TLH,68.0,0.0
594,2013-11-02,TPA,70.0,0.58
595,2013-11-02,TRI,51.0,0.04
596,2013-11-02,TTN,59.0,0.0
597,2013-11-02,TUL,52.0,0.0
598,2013-11-02,TUS,67.0,0.05
599,2013-11-02,TVC,40.0,0.03
600,2013-11-02,TWF,51.0,0.05
601,2013-11-02,TXK,53.0,0.0
602,2013-11-02,TYR,56.0,0.0
603,2013-11-02,TYS,57.0,0.0
604,2013-11-02,VLD,67.0,0.01
605,2013-11-02,VPS,66.0,0.0
606,2013-11-02,WRG,37.0,0.0
607,2013-11-02,XNA,46.0,0.0
608,2013-11-02,YAK,38.0,0.01
609,2013-11-02,YUM,70.0,0.0
610,2013-11-03,ABE,40.0,0.0
611,2013-11-03,ABI,58.0,0.0
612,2013-11-03,ABQ,57.0,0.0
613,2013-11-03,ABR,41.0,0.0
614,2013-11-03,ABY,56.0,0.0
615,2013-11-03,ACT,53.0,0.0
616,2013-11-03,ACV,45.0,0.0
617,2013-11-03,ADK,40.0,0.16
618,2013-11-03,ADQ,40.0,0.49
619,2013-11-03,AEX,54.0,0.0
620,2013-11-03,AGS,53.0,0.0
621,2013-11-03,ALB,36.0,0.0
622,2013-11-03,ALO,41.0,0.0
623,2013-11-03,AMA,57.0,0.0
624,2013-11-03,ANC,36.0,0.0
625,2013-11-03,APN,35.0,0.0
626,2013-11-03,ART,30.0,0.0
627,2013-11-03,ASE,38.0,0.13
628,2013-11-03,ATL,54.0,0.0
629,2013-11-03,ATW,40.0,0.0
630,2013-11-03,AUS,54.0,0.0
631,2013-11-03,AVL,47.0,0.0
632,2013-11-03,AVP,37.0,0.0
633,2013-11-03,AZO,42.0,0.0
634,2013-11-03,BDL,40.0,0.0
635,2013-11-03,BET,39.0,0.1
636,2013-11-03,BFL,56.0,0.0
637,2013-11-03,BGM,30.0,0.0
638,2013-11-03,BGR,34.0,0.0
639,2013-11-03,BHM,52.0,0.0
640,2013-11-03,BIL,39.0,0.0
641,2013-11-03,BIS,40.0,0.0
642,2013-11-03,BJI,36.0,0.0
643,2013-11-03,BKG,47.0,0.0
644,2013-11-03,BLI,41.0,0.0
645,2013-11-03,BMI,45.0,0.0
646,2013-11-03,BNA,48.0,0.0
647,2013-11-03,BOI,38.0,0.01
648,2013-11-03,BOS,44.0,0.03
649,2013-11-03,BPT,58.0,0.0
650,2013-11-03,BQK,59.0,0.0
651,2013-11-03,BQN,81.0,0.0
652,2013-11-03,BRD,41.0,0.0
653,2013-11-03,BRO,65.0,0.0
654,2013-11-03,BRW,16.0,0.03
655,2013-11-03,BTM,29.0,0.0
656,2013-11-03,BTR,54.0,0.0
657,2013-11-03,BTV,31.0,0.0
658,2013-11-03,BUF,34.0,0.0
659,2013-11-03,BUR,65.0,0.0
660,2013-11-03,BWI,48.0,0.0
661,2013-11-03,BZN,33.0,0.02
662,2013-11-03,CAE,55.0,0.0
663,2013-11-03,CAK,40.0,0.0
664,2013-11-03,CDC,48.0,0.0
665,2013-11-03,CDV,42.0,0.01
